SiteSource,ItemID,ManufacturerID,ManufacturerCode,ManufacturerName,ProductID,ProductName,ProductDescription,ManufacturerItemCode,ItemDescription,ImageFileName,ItemImageURL,NDCItemCode,PKG,UnitPrice,QuantityOnHand,PriceDescription,Availability,PrimaryCategoryID,PrimaryCategoryName,SecondaryCategoryID,SecondaryCategoryName,CategoryID,CategoryName,IsRX,IsTBD
AIM,10308174,860,10001036,"Vyaire Medical, Inc.",10035315,VYAIRE MEDICAL ADULT 2 LIMB CIRCLE CIRCUITS ANESTHESIA DELIVERY SYSTEM & ACCESSORIES,,M1050854,"Adult 2 Limb Circle Circuit, Includes: 120"" Expandable Hose, 3L Breathing Bag, Parallel Wye, Elbow w/ Capped Gas Sampling Port, HMEF 1000, 10 ft CO2 Line, 20/bx (Continental US Only)",,,GEM M1050854,bx,269.35,0,,14-21 Days,21,Surgery/Minor Procedure,1067,Anesthesia,1019,Equipment & Accessories,N,N
AIM,10143411,60,2,"Symmetry Surgical, Inc.",10001782,SYMMETRY SURGICAL AARON DISPOSABLE ACTIVE ELECTRODES,"Designed to fit all standard pencils that accept 3/32"" electrodes.",A840,"Tenzel 4"" Electrode, 5mm Tip, Coated",i66823.jpg,https://secure.ndc-inc.com/AIMImage/i66823.jpg,AAR A840,ea,179.06,0,,14-21 Days,21,Surgery/Minor Procedure,180,Electrosurgery,883,Electrodes/Grounding Pads/Tips,N,N
AIM,10179497,191,261,Cardinal Health,10019263,CARDINAL HEALTH MONOJECT™ HYPODERMIC NEEDLES WITH POLYPRO HUB,"Latex free.  Ultra-sharp, tri-beveled, anti-coring, stainless steel needle.  Translucent, color-coded luer lock hub.  Color-coded cap.  Autoclavable in rigid pack for use in O.R./procedure packs.  Sterile.",8881250255,"Hypo Needle, 23G x 1"" A, 100/bx, 10 bx/cs (Continental US Only)",i71433.jpg,https://secure.ndc-inc.com/AIMImage/i71433.jpg,KEN 8881250255,cs,80.6,2,,Stock Item,11,Needles & Syringes,107,Needles,705,Standard,N,N
AIM,10253396,166,10000517,Pelstar LLC/Health O Meter Professional Scales,10022340,PELSTAR/HEALTH O METER PROFESSIONAL SCALE - PARTS & ACCESSORIES,,B401294,2595KL Handle (DROP SHIP ONLY),,,HMP B401294,ea,22.5,0,,Drop Ship Only,10,Equipment & Furniture,99,Measurement Devices,670,Height ,N,N
AIM,10374792,530,10000685,Cytiva,10028324,CYTIVA GLASS MICROFIBER FILTER PAPERS,"Whatman offers two types of glass microfiber filters manufactured from 100% borosilicate glass: binder free that is chemically inert and with binder. These filters combine fast flow rates with high loading capacity and the retention of very fine particles, extending into the sub-micron range. Can be used at temperatures up to 500°C and are ideal for use in applications involving air filtration and for gravimetric analysis of volatile materials where ignition is involved. They have a fine capillary structure and can absorb significantly larger quantities of water than an equivalent cellulose filter, making  them suitable for sport tests and liquid scintillation counting methods. Can also be made completely transparent for subsequent microscopic examination.",10370308,"Glass Filter, Grade GF10, 150 mm, 100/pk",,,GBS 10370308,pk,254.44,0,,14-21 Days,9,Lab Equipment & Accessories,1059,Filter Papers & Membranes,1030,Glass Microfiber Filters,N,N
AIM,10237713,89,10000446,Medtronic/Minimally Invasive Therapies Group,10020326,MEDTRONIC MAXON™ MONOFILAMENT SYNTHETIC ABSORBABLE SUTURES,"MAXON™ synthetic absorbable sutures are prepared from polyglyconate, a copolymer of glycolic acid and trimethylene carbonate. The advanced extrusion process of the molecule of polyglyconate gives the suture: Excellent in-vivo strength retention; Excellent knot tying security; Excellent handling; Minimal memory. MAXON™ synthetic absorbable sutures are indicated for use in general soft tissue approximation and/or ligation, including use in pediatric cardiovascular tissue, where growth is expected to occur, and in peripheral vascular surgery. MAXON™ synthetic absorbable sutures are not indicated for use in adult cardiovascular tissue, ophthalmic surgery, microsurgery and neural tissues.",SMM5241,"Suture, Premium Reverse Cutting, Size 3-0, Clear, 18"", Needle P-14, 3/8 Circle, 3 dz/bx (Continental US Only)",,,USS SMM5241,bx,490.6,0,,14-21 Days,21,Surgery/Minor Procedure,188,Skin Closure,918,Sutures,N,N
AIM,10188334,143,244,Exel Corporation,10020920,EXEL DERMATOLOGY HYPODERMIC NEEDLES,Designed by dermatologists and created for use in the dermatological field.,26392,"Regular Bevel, 32G x ½"", 100/bx (Temporarily Unavailable for Sale into Canada – Heal Canada Licensing for EXEL products are currently inactive – ETA 7/1/23 for updated Licensing.)",i71096.jpg,https://secure.ndc-inc.com/AIMImage/i71096.jpg,EXE 26392,bx,35.99,51,,Stock Item,11,Needles & Syringes,107,Needles,707,Specialty,N,N
AIM,10341047,345,10000485,ICU Medical,10005260,ICU MEDICAL JELCO™ IV CATHETERS,"The leading standard peripheral I.V. catheter. The FEP polymer construction and ""J""-point needle design allow clinicians to easily feel the vein entry. Clinician rely on these catheters for their ease of use starting arterial lines and gaining I.V. access. The thin wall catheter design provides higher flow rates than standard wall catheters, often allowing for use in a smaller gauge device. For enhanced securement, try the winged catheter. The flexible wings follow the contours of any site allowing a more secure attachment on even the most active patients.",405511,"IV Catheter, 18G x 1¼"", Green, w/out Safety, 50/bx, 4 bx/cs (US Only)",,,MDX 405511,cs,377.77,0,,Stock Item,8,IV Products,76,IV Catheters,574,Standard,N,N
AIM,10159948,32,10000289,"Amsino International, Inc.",10016918,AMSINO AMSURE® URETHRAL RED RUBBER CATHETER,Sterile and latex free.,AS44020,"Red Rubber Urethral Catheter, 20FR,100/bx",i10554.jpg,https://secure.ndc-inc.com/AIMImage/i10554.jpg,AMS AS44020,bx,45.34,0,,14-21 Days,22,Urology,195,Catheters,988,Urethral/Intermittent,N,N
AIM,10199717,191,261,Cardinal Health,10020010,CARDINAL HEALTH SHARPSAFETY™ CARTS & FLOOR BRACKETS,"One-handed disposal.  Lids lift or slide open easily with foot-operated pedal.  Lids may remain closed when not in use to reduce exposure to contents and Type 1 violations.  Ergonomic handle is telescopic when transporting and retractable when stationary.  Heavy containers can be removed from the side with minimal lifting.  OSHA 29 CFR 1910.130, ""During use, sharps disposal containers must be maintained upright throughout use"".",8981FP,"Foot Pedal Cart For 8 Gal Slide-Top Lid Large Volume & Chemotherapy Containers, 1/cs (Continental US Only)",v14461.jpg,https://secure.ndc-inc.com/AIMImage/iv14461.jpg,KEN 8981FP,cs,330.28,2,,Stock Item,6,Infection Control,61,Sharps/Waste Containers,0,,N,N
AIM,10280056,49,209,BD,10022584,BD QUINCKE SPINAL TRAYS,,405609,"Spinal Tray Contains: 22G x 3½"" Spinal Needle, Bupivacaine (0.75%) with Dextrose (8.25%) 2mL, Lidocaine HCL (1%) 5mL, Epinephrine (0.1%) 1mL, Drape (Rx), 10/cs (Item is Short Dated - Less than 180 Days) (Temp Sensitive; Non-Returnable) (Continental US Only) (Item on Manufacturer Backorder - Inventory Limited when Available) (Drop Ship Requires Pre-Approval)",i20948.jpg,https://secure.ndc-inc.com/AIMImage/i20948.jpg,BEC 405609,cs,294.22,0,,14-21 Days,21,Surgery/Minor Procedure,184,Packs/Trays,899,Regional Anesthetic/specialty,Y,N
AIM,10210054,448,10000598,"BR Surgical, LLC",10024379,BR SURGICAL WORLD GRADE INSTRUMENTS,,WG10-184726,"Adson Tissue Forcep, 2x3 Teeth, 4¾""",,,,ea,14.24,0,,Mfr. Direct,7,Instruments,73,General Surgery,552,General/Miscellaneous,N,N
AIM,10301348,245,111,Midmark Corporation (Ritter Medical),10034445,MIDMARK SYNTHESIS™ MOBILE TREATMENT CABINET,,M21B.487.SEB,"Mobile Treatment Cabinet, (2) 4"" Drawers, Double Door, 18"" Deep, 4"" Casters, Soft Edge Bumper, Earth, Woodgrain",,,,ea,1548,0,,Mfr. Direct,10,Equipment & Furniture,96,Cabinetry,649,Miscellaneous storage,N,N
AIM,10269538,810,10000979,O&M Halyard,10014643,HALYARD BOUFFANT CAP,1-layer fabric. Exposure anticipated: no potential fluid contact.,69088,"Bouffant Cap SMS, Blue, Large (24""), 100/ctn, 3 ctn/cs (US Only)",,,KIM 69088,cs,60.24,0,,14-21 Days,15,Protective Apparel ,132,Apparel,752,Head/ Face,N,N
AIM,10169920,19,7,"Albahealth, LLC",10018169,ALBA CARENETT™ MESH DRESSING RETAINERS,Securely holds wet or dry dressings on areas difficult to secure with tape or if the patient is allergic to tape.,CN09,"Size 9 Dressing Retainer, 25 yds Stretched 1 rl/bx",H_CN09.jpg,https://secure.ndc-inc.com/AIMImage/ABH_CN09.jpg,ABH CN09,bx,24.62,0,,14-21 Days,19,Skin And Wound Care,164,Compression Bandages/Dressing Retainers,944,Retainer/Net,N,N
AIM,10265352,344,317,"Smith & Nephew, Inc.",10026779,SMITH & NEPHEW RENASYS ACCESSORIES,,66801082,"Adhesive Gel Patch, 4"" x 2.8"", 10/bx, 5 bx/cs (US Only)",,,SMI 66801082,cs,341.12,0,,14-21 Days,19,Skin And Wound Care,166,Negative Pressure,984,Pumps/Accessories,N,N
AIM,10202917,37,222,"Arkray USA, Inc.",10031557,ARKRAY ASSURE® LANCE LOW FLOW LANCETS,,980225,"Low Flow 25G Lancets x 2mm, 200/bx (US Only)",i14308.jpg,https://secure.ndc-inc.com/AIMImage/i14308.jpg,ARK 980225,bx,16.17,349,,Stock Item,9,Lab Equipment & Accessories,91,Blood Collection Products,616,Lancets/Blades/platforms/devices,N,N
AIM,10295823,563,10000701,BSN Medical/Jobst,10033502,BSN MEDICAL JOBST® SOSOFT SOCKS,,120307,"Sock, Knee High, 15-20 mmHG, Brocade, Closed Toe, White, Small",,,BSN 120307,pr,24.43,0,,14-21 Days,12,Orthopedic & Physical Therapy,115,Soft Goods,742,Compression,N,N
AIM,10307234,35,202,Ansell,10035145,ANSELL ENCORE SENSI-TOUCH® POWDER FREE SURGICAL GLOVES,,7822PF,"Surgical Gloves, Powder-Free (PF), Latex, Beaded, Size 6, 50 pr/bx, 4 bx/cs (50 cs/plt) (US Only)",,,ANS 7822PF,cs,122,183,,Stock Item,3,Gloves,36,Latex,442,Powder-Free Sterile,N,N
AIM,10326252,245,111,Midmark Corporation (Ritter Medical),10037435,MIDMARK 270 BASIC STOOL,,270-001-851,"270 Basic Stool, Manually Adjustable, Iron Ore",,,,ea,114,0,,Mfr. Direct,10,Equipment & Furniture,101,Seating,687,Stools,N,N
AIM,10328866,2,1,3M Health Care,10037657,3M™ BAUER & BLACK™ ATHLETIC SUSPENSORY,Comfortable support.  Adjustable waist band.  Leg Straps on some models for extra security.,202460,"Adult Supporter, A3, Small, 12/bx, 4 bx/cs (Continental US+HI Only)",v16928.jpg,https://secure.ndc-inc.com/AIMImage/iv16928.jpg,MMM 202460,cs,289.52,0,,Stock Item,12,Orthopedic & Physical Therapy,115,Soft Goods,740,Torso,N,N
AIM,10360987,1083,10001288,Medi-Tech International Corp,10041077,MEDI-TECH INTERNATIONAL MEDIBRIEF™ MESH BRIEFS,,MB13005,"Medibrief™ Mesh Briefs, Latex-Free, Large, Brown, 5/bg, 20bg/cs",v21297.jpg,https://secure.ndc-inc.com/AIMImage/iv21297.jpg,MTI MB13005,cs,39.38,0,,14-21 Days,4,Extended Care/Home Health,44,Incontinence ,478,Briefs,N,N
AIM,10068950,310,107,Profex Medical Products,10004273,PROFEX PRESSURE RELIEF OR/OB CUSHIONS,,271DD,"Two-Section Superior Foam Cushion, Separate Sections, Zippers, Up to 76""L x 30""W, Conductive, Black, 3""",,,,ea,648.73,0,,Mfr. Direct,4,Extended Care/Home Health,41,Beds & Bedding,464,Positioners/Cushions,N,N
AIM,10235704,142,243,Ethicon - Suture,10018292,ETHICON VICRYL™ PLUS COATED ANTIBACTERIAL SUTURES,"The first and only suture to inhibit bacterial colonization of the suture. Contains Irgacare MP, a pure form of Triclosan - a proven, broad-spectrum antibacterial used effectively in consumer products for more than 30 years. Creates a zone of inhibition, which prevents bacterial colonization by the pathogens that most often cause surgical site infections. For use in general soft tissue approximation and/or ligation, except for ophthalmic, cardiovascular and neurological tissues. This suture, being absorbable, should not be used where extended approximation of tissue under stress is required. Should not be used in patients with known allergic reactions to Irgacare MP (tricolsan).",VCP111G,"Suture, Sutupak Pre-Cut, Size 2-0, 12-18"", Undyed Braided, 1 dz/bx (Continental US Only)",,,Eth VCP111G,bx,405.37,0,,14-21 Days,21,Surgery/Minor Procedure,188,Skin Closure,918,Sutures,N,N
AIM,10308336,500,10000647,Encompass Group/Textiles & Interiors,10026677,ENCOMPASS CLEANING CLOTHS,,47988-BLUC,"Duster Cover, Chenille, Blue 5/pk",,,,dz,69.95,0,,Mfr. Direct,5,Housekeeping And Janitorial Products,48,Cleaning Supplies,506,Equipment,N,N
AIM,10240826,530,10000685,Cytiva,10028310,CYTIVA CELLULOSE FILTER PAPERS,"Whatman filter papers are world-renowned as the standard for laboratory filtration and are associated with quality, reliability and customer service. Manufactured from high-quality cotton linters, which have been treated to achieve a minimum alpha cellulose contact of 98%. Used for general filtration and exhibit particle retention levels down to 2.5 µm. Used in qualitative analytical techniques to determine and identify materials. Offers a wide choice of retention/flow rate combinations to suit numerous laboratory applications. The different groups of cellulose filters offer increasing degrees of purity, hardness and chemical resistance. Prepleated filters are also available, which give improved flow rate and increased loading capacity compared to equivalent flat filters.",1001-270,"Filter Circles, 270mm Dia, Grade 1, 100/pk",v20713.jpg,https://secure.ndc-inc.com/AIMImage/iv20713.jpg,GBS 1001-270,pk,59.46,0,,14-21 Days,9,Lab Equipment & Accessories,1059,Filter Papers & Membranes,1029,Cellulose Filters,N,N
AIM,10269526,336,10000562,Sempermed USA,10031926,SEMPERMED SEMPERGUARD® BLUE VINYL GLOVES,"Offers the same excellent protection, functionality and value as our other SemperGuard® Vinyl products. Because of its blue color, it is easy to identify and is the ideal hand protection choice for those involved in the food service, food manufacturing and food preparation industry. Manufactured without natural rubber latex. Eliminates exposure to latex and potential allergens. Meets FDA CFR Part 177 requirements for food handling. Polyvinyl Chloride (PVC). Smooth surface, power-free, ambidextrous, beaded cuff, single use only.",VBPF105,"Vinyl Gloves, Blue, X-Large, Smooth, Powder-Free (PF), 100/bx, 10 bx/cs",,,SEM VBPF105,cs,36.4,0,,14-21 Days,3,Gloves,37,Vinyl,449,Powder-free ,N,N
AIM,10271581,344,317,"Smith & Nephew, Inc.",10032097,SMITH & NEPHEW DURAFIBER BANDAGES,"Strong, absorbent nonwoven gelling fiber dressing with the benefit of clean one piece removal.",66800563,"Durafiber Dressing, ¾"" x 18"" (2 x 45cm), 5/bx, 12 bx/cs (US Only)",,,SMI 66800563,cs,355.13,0,,Stock Item,19,Skin And Wound Care,159,Dressings,949,Non-Woven,N,N
AIM,10272693,235,10000404,"Medicom, Inc.",10032250,MEDICOM SAFEWEAR™ PROTECTIVE APPAREL,"A line of protective apparel complete with lab coats, jackets and isolation gowns. The jackets and lab coats are made from high quality sunbound meltblown spunbond (SMS) polypropylene fabric with a weight of 45 gsm, 3 pocket design and front snap closure. The isolation gowns are made from premium spunbond polypropylene (PP) fabric with a weight of 25 gsm. Knitted cuffs, open-back, neck and waist tie.",8104-C,"Hipster Jacket, Soft Blue, Large, 12/bg (Not Available for sale into Canada)",,,MDC 8104-C,bg,18.97,25,,Stock Item,15,Protective Apparel ,132,Apparel,756,Coats/Jackets,N,N
AIM,10291269,489,10000645,"Novum Medical Products, LLC",10033703,NOVUM PRIVACY CURTAINS,,RTS-84C,"Renaissance Telescopic Arm - Color, 84"" Extension, Includes 17 Rings",,,,ea,381.2,0,,Mfr. Direct,10,Equipment & Furniture,100,Miscellaneous,676,Screens/Curtains/Blinds,N,N
AIM,10326314,245,111,Midmark Corporation (Ritter Medical),10037437,MIDMARK 272 BASIC STOOL,,272-001-853,"272 Basic Stool, Pneumatically Adjustable, Shaded Garden",,,,ea,157,0,,Mfr. Direct,10,Equipment & Furniture,101,Seating,687,Stools,N,N
AIM,10369955,60,2,"Symmetry Surgical, Inc.",10040965,SYMMETRY SURGICAL PRIMEPAD ANTI-SKID O.R. PAD,"The PrimePad is a new innovation in anti-skid patient positioning, offering a next-generation, innovative, high-performance polyurethane foam pad.  PrimePad offer excellent anti-skid properties, pressure reduction and patient support, providing confidence to the surgeon and staff that the patient will remain immobile.  For use in any procedure that requires Trendelenburg, Reverse Trendelenburg, or lateral positioning.  Made with microscipic air capsules that offer immediate rebound, anit-skid properties, enhanced breathability and increased patient support.  Not temperature sensitive and sissipates heat faster than memory foam.  Provides up to 4 times greater peak pressure reduction compared with memory foam.  Single patient use due to the dissipation of static properties with each use and to aid in infection prevention.  Compatible with patient warming devices.  Single-packed in compressed format which lowers shipping costs and reduces storage space requirements.  Available in kits that include: Patient body straps, disposable draw sheets, arm tucking/protection sleeves, and head cradles.  Available in wing format with integrated arm tucking and protection.",PRIMEPAD-1S,"Prime Medical Pads, Trendelenburg, O.R. Table, w/ Perineal Cutout and Rail Straps, 44""x23""x1"", 10/cs (US Only)",,,AAR PRIMEPAD-1S,cs,853.26,0,,14-21 Days,10,Equipment & Furniture,103,Tables,696,Exam ,N,N
AIM,10143378,38,10000175,"ASO, LLC",10012283,ASO CAREBAND™ SHEER ADHESIVE STRIP BANDAGES,Made with translucent tape to blend evenly with a variety of skin tones. Comes in 6 different sizes. Latex free.,CBD2018,"Sheer Strips, ¾"" x 3"", Latex Free (LF), 100/bx, 12 bx/cs",i09028.jpg,https://secure.ndc-inc.com/AIMImage/i09028.jpg,ASO CBD2018,cs,14.46,154,,Stock Item,19,Skin And Wound Care,154,Adhesive Bandages,937,Sheer/Plastic,N,N
AIM,10223621,166,10000517,Pelstar LLC/Health O Meter Professional Scales,10022359,PELSTAR/HEALTH O METER PROFESSIONAL SCALE - HOME CARE LARGE RAISED DIAL - LARGE PLATFORM SCALES,"Classic ""Big Foot"" mechanical scale with raised dial. Extra large platform accommodates multiple users.",160KLS,"Mechanical Floor Scale, 400 lb/180 kg Capacity, 12½"" x 11"" x 3"" Platform Dimensions (DROP SHIP ONLY)",i14322.jpg,https://secure.ndc-inc.com/AIMImage/i14322.jpg,HMP 160KLS,ea,83,0,,Drop Ship Only,10,Equipment & Furniture,99,Measurement Devices,664,Scales/Accessories,N,N
AIM,10279545,596,10000721,"Kinsman Enterprises, Inc.",10028928,KINSMAN SHOEHORNS,,33052,"Shoehorn, Plastic, Metallic, 20""L (DROP SHIP ONLY)",,,KNE 33052,ea,2.42,0,,Drop Ship Only,4,Extended Care/Home Health,45,Miscellaneous,489,Misc. Patient stuff,N,N
AIM,10243345,530,10000685,Cytiva,10029590,CYTIVA REEVE ANGEL CELLULOSE FILTERS,"Designed for routine, repetitive applications for which an inexpensive products is acceptable, such as qualitative analysis. The cellulose filters have varied retention efficiencies, flow rates and loading capacities. Wet-strengthened for easy wet handling and prepleated for consistent, fast flow rates and minimal setup. Standard filter grades: 200, 211, 226 and 230. Wet-strengthened filter grades: 201 & 202.",5802-150,"Filter Paper, 15cm, Grade 802, Prepleated, 100/pk",v20708.jpg,https://secure.ndc-inc.com/AIMImage/iv20708.jpg,GBS 5802-150,pk,31.55,0,,14-21 Days,9,Lab Equipment & Accessories,1059,Filter Papers & Membranes,1029,Cellulose Filters,N,N
AIM,10199821,25,10000212,AMD-Medicom,10032731,AMD MEDICOM DISTECH CONFORMING BANDAGES,"Roll bandages made of soft, flexible and loosely woven material. Available in sterile and non-sterile.",D605,"Conforming Bandage, 6"" x 4.1 yds, White, Non-Sterile, 6/bx, 8 bx/cs (020351)",i14244.jpg,https://secure.ndc-inc.com/AIMImage/i14244.jpg,AMR D605,cs,14.02,3,,Stock Item,19,Skin And Wound Care,164,Compression Bandages/Dressing Retainers,942,Cohesive,N,N
AIM,10368160,530,10000685,Cytiva,10041810,CYTIVA PURIFIED WATER,,WPW-USP-20L,"Purified Water, USP, Sterile, 1 x 20 L bag (Item is Non-Returnable)",,,GBS WPW-USP-20L,ea,247.89,0,,14-21 Days,8,IV Products,78,IV Solutions,0,,N,N
AIM,10373408,1124,10001342,ASP GLOBAL,10042373,ASP GLOBAL SCRUBS,,PJT304S,"Scrub Shirt, Disposable, X-Large, Latex Free (LF), Burgandy, 1/bg, 50 bg/cs (DROP SHIP ONLY)",,,ASG PJT304S,cs,37.76,0,,Drop Ship Only,15,Protective Apparel ,132,Apparel,758,Scrub/Or,N,N
AIM,10376711,530,10000685,Cytiva,10042783,CYTIVA PALL ACRODISC SYRINGE FILTERS,,AP-4523,"Acrodisc™ PSF Syringe Filters with GxF/Glass, 25mm, 200/pk",,,GBS AP-4523,pk,578.98,0,,14-21 Days,9,Lab Equipment & Accessories,1058,Chromatography Products,0,,N,N
AIM,10323259,932,10001120,Capsa Healthcare,10037165,CAPSA HEALTHCARE AVALO® MEDICAL CART ACCESSORIES,The Avalo Series Medical Cart Accessories are designed to customize the configuration of the Avalo Medical Cart to effectively promote orderly storage and organization where it matters most.,UG-AVWS-12400-CM,"Writing Surface Upgrade, Champ Metallic (DROP SHIP ONLY)",,,CAP UG-AVWS-12400-CM,ea,112.2,0,,Drop Ship Only,10,Equipment & Furniture,97,Carts,655,Covers/Accessories,N,N
AIM,10336699,991,10001161,Convatec,10038490,CONVATEC SUR-FIT NATURA® TWO-PIECE DURAHESIVE® SKIN BARRIER,"Two-Piece Ostomy System is ConvaTec’s most extensive two-piece product line. The SUR-FIT Natura® Flange System signals a secure, accurate closure with a series of audible “clicks”. A simple snap-off, snap on design allows users to change the pouch quickly to match activities without removing the skin barrier from the skin. Durahesive® skin barriers are designed for people whose stoma output is mostly liquid. Unlike other skin barriers that can break down around liquid output, Durahesive® skin barriers swell up to protect the stoma. This special effect, called turtlenecking, helps create a more secure seal without harming the skin. Durahesive® skin barriers are also easy to fit, apply, and remove. They will adhere securely to the skin while showering, bathing, and swimming.",413162,"Skin Barrier, Cut-to-Fit, Flexible, Tape Collar, White, 2 1/4"" Flange, 5"" x 5"", 10/bx (Continental US Only)",v15374.jpg,https://secure.ndc-inc.com/AIMImage/iv15374.jpg,CVT 413162,bx,68.2,5,,Stock Item,4,Extended Care/Home Health,44,Incontinence ,483,Ostomy,N,N
AIM,10337344,991,10001161,Convatec,10038523,CONVATEC GENTLECATH™ INTERMITTENT URINARY CATHETHER,"GentleCath™ Intermittent Urinary Catheter is designed to make catheter insertion and removal as smooth and easy as possible for the patient.  The product features polished and rounded eyelets to minimize friction, and has a soft, rounded tip that aids smooth insertion.  It is available in male and female straight tip and male coude tip (for insertion through complicated passages).  The product is available in a wide range of sizes and features color-coded funnels for easy size identification",501002,"Urinary Catheter, Male, Straight Tip, PVC, 15.9"" Tube, 10 CH, 100/bx (Continental US Only)",,,CVT 501002,bx,30.3,0,,14-21 Days,22,Urology,195,Catheters,988,Urethral/Intermittent,N,N
AIM,10183340,35,202,Ansell,10020112,ANSELL RADIATION ATTENUATION GLOVES,Micro-encapsulated lead in natural rubber latex helps shield hands from scattered radiation. Orange with beaded cuff.,20873065,"Radiation Gloves, Size 6½, 1 pr/pk, 5 pk/cs (US Only)",i13149.jpg,https://secure.ndc-inc.com/AIMImage/i13149.jpg,ANS 20873065,cs,178,0,,14-21 Days,3,Gloves,38,Specialty,448,Miscellaneous,N,N
AIM,10357424,147,10000455,First Aid Only/Acme United Corporation,10033889,FIRST AID ONLY/ACME UNITED WOUND CARE,"Various sized pads, bandages, tape gauze and non-adherent pads for all wound needs.",H209,"Sterile Gauze Pads, 2""x2"", 50/bx  (DROP SHIP ONLY - $150 Minimum Order)",,,FAO H209,bx,2.66,0,,Drop Ship Only,19,Skin And Wound Care,164,Compression Bandages/Dressing Retainers,0,,N,N
AIM,10301749,853,10001011,"ASE Technology, Inc",10034434,ASE DIRECT LEXMARK MONOCHROME TONER CARTRIDGES,,R-T650A11A/21A,(Generic) Cartridge Lexmark T650 / 652 / 654 / 656 PAGE YIELD 7000 (Full 1 year Money Back Satisfaction Guarantee),,,,ea,102,0,Generic pricing,Mfr. Direct,10,Equipment & Furniture,104,Office Furniture,1069,Software/Office Services,N,N
AIM,10359951,343,10000280,Simport Scientific,10015514,SIMPORT MICREWTUBE® TUBES WITH O-RING SEAL SCREW CAP,"Made of polypropylene. The O-Ring secured in the top of the cap ensures a positive leakproof seal, time after time, keeping the integrity of small samples under even the most adverse conditions. The caps do not have the attachment loops for users who prefer to remove the caps completely from the tubes when filling or sampling. Perfect for cryogenic work. Non Skirted tube can be centrifuged up to 17,000g.  Will withstand temperatures from -196°C to +121°C.",T335-6S,"2.0mL Tube, Flat Top, Self Standing, O-Ring, Non Print, Sterile, 50/pk, 10 pk/cs",,,SIM T335-6S,cs,80.7,0,,14-21 Days,9,Lab Equipment & Accessories,94,Sample Collection & Processing,639,Tubes/Vials/Cuvettes,N,N
AIM,10238386,89,10000446,Medtronic/Minimally Invasive Therapies Group,10020330,MEDTRONIC POLYSORB™ COATED SYNTHETIC ABSORBABLE SUTURES,"Composed of LACTOMER™ glycolide/lactide copolymer which is a synthetic polyester composed of glycolide and lactide derived from glycolic and lactic acids. POLYSORB™ sutures are prepared by coating the suture with a mixture of caprolactone/glycolide copolymer and calcium stearoyl lactylate. The advanced extrusion process of the molecule of LACTOMER™ 9-1, the exclusive braiding process and coating system give the suture: Excellent strength over the critical wound healing period; Excellent knot security; Excellent handling; Predictable absorption profile. POLYSORB™ sutures are indicated for use in soft tissue approximation or ligation and ophthalmic surgery, but not in cardiovascular or neural tissue.",CL864,"Suture, Taper Point, Size 0, Violet, 30"", Needle GS-25, ½ Circle, 3 dz/bx (Continental US Only)",,,USS CL864,bx,291.9,0,,14-21 Days,21,Surgery/Minor Procedure,188,Skin Closure,918,Sutures,N,N
AIM,10307805,49,209,BD,10035261,BD CAREFUSION ILLINOIS NEEDLES,,DIN1515X,"Sternal/ Iliac Bone Marrow Aspiration Needle, 15G, Adjustable Length 24-48mm, 10/cs (Continental US Only) (Drop Ship Requires Pre-Approval)",,,BEC DIN1515X,cs,236.55,0,,Stock Item,11,Needles & Syringes,107,Needles,707,Specialty,N,N
AIM,10143817,29,10,American Diagnostic Corporation,10014850,ADC PROSCOPE™ NURSESCOPE ACCESSORIES,,660-05TN,"Y Tubing For PROSCOPES, Navy",,,,ea,1.05,0,,Mfr. Direct,1,Diagnostic Instruments,29,Patient Monitoring/Vital Signs,259,Stethoscope Replacement Parts,N,N
AIM,10316444,915,10001086,Quantum Medical,10036534,QUANTUM MEDICAL ULTRA SERIES STACK AND HANG BINS & ACCESSORIES,,QUS220BK,"Bins, Stack and Hang, Black, 7-3/8"" x 4-1/8"" x 3"", 24/ctn (DROP SHIP ONLY)",,,QTM QUS220BK,ctn,53.45,0,,Drop Ship Only,10,Equipment & Furniture,96,Cabinetry,649,Miscellaneous storage,N,N
AIM,10366439,191,261,Cardinal Health,10038990,CARDINAL HEALTH MOBILITY ESSENTIALS,,CWAL0006,"Aluminum Walker, Dual Release Folding, 5"" Single Front Wheels, Junior, 25""-32"", 300 lb, 2/cs (Continental US Only)",,,CHC CWAL0006,cs,64.13,0,,14-21 Days,4,Extended Care/Home Health,46,Patient Mobility,498,Wheelchairs & Replacement Parts,N,N
AIM,10358554,122,10000117,Dukal Corporation,10040834,DUKAL MVP PATIENT BIBS,,27403-BK,"Patient Bibs, 13"" x 18"" Blue, 125/bg, 16 bg/cs",,,DUK 27403-BK,cs,78.26,89,,Stock Item,24,Dental Merchandise,213,Disposables,314,Aprons,N,N
AIM,10359010,1118,10001327,MDPro,10040910,MDPRO (EDAN DIAGNOSTICS)  PROBE,,SD3.3MHZ,"3MHz Waterproof Probe for SD3, Interchangeable (DROP SHIP ONLY) (Not Available For Sale into Canada)",,,EDA SD3.3MHZ,ea,49.5,0,,Drop Ship Only,1,Diagnostic Instruments,26,Dopplers,237,Equipment,N,N
